Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145612,-,-,-,36.61,-121.86,-8,9,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed
2018,1,1,0,0,13.600000000000001,0,0,0,166.17000000000002,0.07,1046,0.8
2018,1,1,0,30,13.600000000000001,0,0,0,165.76,0.07,1047,0.8
2018,1,1,1,0,13.600000000000001,0,0,0,162.74,0.07,1047,0.8
2018,1,1,1,30,13.4,0,0,0,158.17000000000002,0.07,1047,1
2018,1,1,2,0,13.3,0,0,0,152.84,0.07,1047,1.3
2018,1,1,2,30,13.100000000000001,0,0,0,147.13,0.07,1047,1.4000000000000001
2018,1,1,3,0,12.9,0,0,0,141.24,0.07,1047,1.6
2018,1,1,3,30,12.8,0,0,0,135.25,0.07,1047,1.6
2018,1,1,4,0,12.700000000000001,0,0,0,129.24,0.07,1047,1.6
2018,1,1,4,30,12.600000000000001,0,0,0,123.23,0.07,1047,1.6
2018,1,1,5,0,12.5,0,0,0,117.26,0.07,1047,1.5
2018,1,1,5,30,12.4,0,0,0,111.37,0.07,1047,1.6
2018,1,1,6,0,12.200000000000001,0,0,0,105.56,0.07,1047,1.6
2018,1,1,6,30,12,0,0,0,99.88,0.07,1048,1.7000000000000002
2018,1,1,7,0,11.9,0,0,0,94.36,0.07,1048,1.8
2018,1,1,7,30,12.200000000000001,10,9,45,88.66,0.07,1048,1.9000000000000001
2018,1,1,8,0,12.600000000000001,41,32,79,83.8,0.07,1048,2
2018,1,1,8,30,13.200000000000001,90,71,101,79.06,0.07,1048,2
2018,1,1,9,0,13.700000000000001,188,82,399,74.63,0.07,1048,2
2018,1,1,9,30,14.5,252,105,444,70.61,0.07,1048,1.8
2018,1,1,10,0,15.3,318,113,526,67.08,0.07,1048,1.6
2018,1,1,10,30,16.2,374,121,581,64.14,0.07,1048,1.1
2018,1,1,11,0,17.1,441,98,728,61.86,0.07,1048,0.6000000000000001
2018,1,1,11,30,17.6,464,103,729,60.33,0.07,1047,0.5
2018,1,1,12,0,18,476,105,733,59.6,0.07,1047,0.4
2018,1,1,12,30,18.1,480,100,754,59.71,0.07,1047,0.7000000000000001
2018,1,1,13,0,18.1,436,123,638,60.64,0.07,1047,1
2018,1,1,13,30,18,441,89,760,62.370000000000005,0.07,1046,1.1
2018,1,1,14,0,18,407,73,785,64.83,0.07,1046,1.3
2018,1,1,14,30,17.7,284,123,428,67.93,0.07,1046,1.3
2018,1,1,15,0,17.400000000000002,253,83,537,71.59,0.07,1046,1.3
2018,1,1,15,30,17.400000000000002,118,93,103,75.72,0.07,1046,1.3
2018,1,1,16,0,15.9,67,59,48,80.24,0.08,1046,1.3
