Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,165309,-,-,-,53.33,-6.26,0,18,0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed
2018,1,1,0,0,6.300000000000001,0,0,0,149.22,0.1,992,8.6
2018,1,1,0,30,6.300000000000001,0,0,0,149.69,0.1,992,8.700000000000001
2018,1,1,1,0,6.2,0,0,0,149.1,0.1,992,8.8
2018,1,1,1,30,6.2,0,0,0,147.51,0.1,992,8.8
2018,1,1,2,0,6.2,0,0,0,145.08,0.1,992,8.8
2018,1,1,2,30,6.2,0,0,0,141.97,0.1,992,8.8
2018,1,1,3,0,6.300000000000001,0,0,0,138.36,0.1,992,8.8
2018,1,1,3,30,6.2,0,0,0,134.39000000000001,0.1,992,8.700000000000001
2018,1,1,4,0,6.2,0,0,0,130.18,0.1,992,8.5
2018,1,1,4,30,6.1000000000000005,0,0,0,125.81,0.1,992,8.200000000000001
2018,1,1,5,0,6.1000000000000005,0,0,0,121.36,0.1,992,7.800000000000001
2018,1,1,5,30,5.9,0,0,0,116.88,0.1,992,7.5
2018,1,1,6,0,5.800000000000001,0,0,0,112.43,0.1,993,7.1000000000000005
2018,1,1,6,30,5.7,0,0,0,108.05,0.1,993,6.9
2018,1,1,7,0,5.6000000000000005,0,0,0,103.77,0.1,993,6.7
2018,1,1,7,30,5.5,0,0,0,99.65,0.1,994,6.800000000000001
2018,1,1,8,0,5.4,0,0,0,95.72,0.1,994,6.9
2018,1,1,8,30,5.4,0,0,0,92.03,0.1,994,7.300000000000001
2018,1,1,9,0,5.4,18,16,61,88.29,0.1,994,7.6000000000000005
2018,1,1,9,30,5.6000000000000005,5,5,0,85.36,0.1,995,8
2018,1,1,10,0,5.9,7,7,0,82.7,0.1,995,8.3
2018,1,1,10,30,6.300000000000001,8,8,0,80.43,0.1,995,8.6
2018,1,1,11,0,6.7,19,19,0,78.61,0.1,996,8.8
2018,1,1,11,30,7,23,23,0,77.29,0.1,996,9
2018,1,1,12,0,7.4,10,10,0,76.49,0.1,996,9.3
2018,1,1,12,30,7.5,11,11,0,76.24,0.1,997,9.600000000000001
2018,1,1,13,0,7.6000000000000005,10,10,0,76.54,0.1,997,9.9
2018,1,1,13,30,7.6000000000000005,10,10,0,77.39,0.1,998,10
2018,1,1,14,0,7.6000000000000005,19,19,0,78.75,0.1,999,10.100000000000001
2018,1,1,14,30,7.4,15,15,0,80.61,0.1,1000,9.9
2018,1,1,15,0,7.300000000000001,11,11,0,82.91,0.1,1001,9.700000000000001
2018,1,1,15,30,7.1000000000000005,50,28,285,85.60000000000001,0.1,1002,9.200000000000001
2018,1,1,16,0,6.9,2,2,0,88.54,0.1,1003,8.700000000000001
2018,1,1,16,30,6.7,0,0,0,92.33,0.1,1004,8.200000000000001
2018,1,1,17,0,6.5,0,0,0,96.05,0.1,1005,7.6000000000000005
2018,1,1,17,30,6.300000000000001,0,0,0,100,0.1,1005,7.2
2018,1,1,18,0,6,0,0,0,104.13,0.1,1006,6.9
2018,1,1,18,30,5.800000000000001,0,0,0,108.42,0.1,1007,6.9
2018,1,1,19,0,5.6000000000000005,0,0,0,112.81,0.1,1007,6.9
2018,1,1,19,30,5.4,0,0,0,117.26,0.1,1008,7.1000000000000005
2018,1,1,20,0,5.2,0,0,0,121.73,0.1,1008,7.2
2018,1,1,20,30,5,0,0,0,126.18,0.1,1008,7.1000000000000005
2018,1,1,21,0,4.800000000000001,0,0,0,130.53,0.1,1009,6.9
2018,1,1,21,30,4.5,0,0,0,134.72,0.1,1009,6.4
