Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145612,-,-,-,36.61,-121.86,-8,9,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed
2020,1,1,0,0,12.4,0,0,0,166.22,0.07,1047,2.7
2020,1,1,0,30,12.3,0,0,0,165.78,0.07,1047,2.7
2020,1,1,1,0,12.200000000000001,0,0,0,162.74,0.07,1047,2.7
2020,1,1,1,30,12.3,0,0,0,158.15,0.07,1047,2.4000000000000004
2020,1,1,2,0,12.3,0,0,0,152.82,0.07,1047,2.2
2020,1,1,2,30,12.3,0,0,0,147.11,0.07,1046,2.2
2020,1,1,3,0,12.200000000000001,0,0,0,141.21,0.07,1046,2.1
2020,1,1,3,30,12.100000000000001,0,0,0,135.22,0.07,1046,2.1
2020,1,1,4,0,12,0,0,0,129.21,0.07,1046,2.1
2020,1,1,4,30,11.8,0,0,0,123.2,0.07,1046,2.4000000000000004
2020,1,1,5,0,11.700000000000001,0,0,0,117.24000000000001,0.07,1046,2.6
2020,1,1,5,30,11.700000000000001,0,0,0,111.34,0.07,1046,2.7
2020,1,1,6,0,11.8,0,0,0,105.54,0.07,1046,2.8000000000000003
2020,1,1,6,30,12,0,0,0,99.86,0.07,1046,2.8000000000000003
2020,1,1,7,0,12.200000000000001,0,0,0,94.35000000000001,0.07,1046,2.9000000000000004
2020,1,1,7,30,12.700000000000001,8,8,0,88.65,0.07,1046,2.7
2020,1,1,8,0,13.3,39,37,15,83.79,0.07,1046,2.4000000000000004
2020,1,1,8,30,13.8,76,68,42,79.05,0.07,1046,2.5
2020,1,1,9,0,14.4,138,104,127,74.63,0.07,1047,2.7
2020,1,1,9,30,14.9,197,130,203,70.62,0.07,1047,2.8000000000000003
2020,1,1,10,0,15.4,283,121,416,67.1,0.07,1047,2.9000000000000004
2020,1,1,10,30,15.700000000000001,414,68,794,64.16,0.07,1046,3.1
2020,1,1,11,0,16.1,379,136,516,61.89,0.07,1046,3.2
2020,1,1,11,30,16.3,219,190,58,60.36,0.07,1045,3.4000000000000004
2020,1,1,12,0,16.6,163,161,4,59.64,0.07,1045,3.6
2020,1,1,12,30,16.7,228,202,52,59.75,0.07,1044,3.7
2020,1,1,13,0,16.900000000000002,197,184,27,60.7,0.07,1044,3.7
2020,1,1,13,30,16.8,238,192,100,62.43,0.07,1044,3.8000000000000003
2020,1,1,14,0,16.8,201,170,73,64.89,0.07,1044,3.8000000000000003
2020,1,1,14,30,16.6,161,140,56,67.99,0.07,1044,3.7
2020,1,1,15,0,16.400000000000002,133,114,61,71.66,0.07,1044,3.7
2020,1,1,15,30,16.400000000000002,68,68,2,75.79,0.07,1044,3.7
2020,1,1,16,0,15.5,61,56,30,80.31,0.08,1044,3.2
2020,1,1,16,30,14.9,20,20,0,85.11,0.08,1044,3.1
2020,1,1,17,0,14.4,2,2,0,89.88,0.08,1044,3
2020,1,1,17,30,14.200000000000001,0,0,0,95.82000000000001,0.08,1044,3.1
2020,1,1,18,0,14.100000000000001,0,0,0,101.38,0.08,1044,3.2
2020,1,1,18,30,14,0,0,0,107.10000000000001,0.08,1045,3.4000000000000004
2020,1,1,19,0,13.9,0,0,0,112.93,0.08,1045,3.5
2020,1,1,19,30,13.8,0,0,0,118.84,0.08,1045,3.5
2020,1,1,20,0,13.700000000000001,0,0,0,124.82000000000001,0.08,1045,3.4000000000000004
2020,1,1,20,30,13.600000000000001,0,0,0,130.83,0.08,1045,3.4000000000000004
2020,1,1,21,0,13.5,0,0,0,136.84,0.08,1045,3.4000000000000004
2020,1,1,21,30,13.5,0,0,0,142.81,0.08,1045,3.5
2020,1,1,22,0,13.4,0,0,0,148.66,0.08,1045,3.6
2020,1,1,22,30,13.4,0,0,0,154.29,0.08,1045,3.7
2020,1,1,23,0,13.4,0,0,0,159.46,0.08,1045,3.8000000000000003
2020,1,1,23,30,13.4,0,0,0,163.70000000000002,0.08,1044,4
2020,1,2,0,0,13.4,0,0,0,166.12,0.08,1044,4.2
2020,1,2,0,30,13.3,0,0,0,165.73,0.08,1044,4.1000000000000005
2020,1,2,1,0,13.200000000000001,0,0,0,162.73,0.08,1044,4.1000000000000005
2020,1,2,1,30,13.100000000000001,0,0,0,158.18,0.08,1044,4
2020,1,2,2,0,13,0,0,0,152.85,0.08,1044,3.9000000000000004
2020,1,2,2,30,13,0,0,0,147.15,0.08,1044,3.9000000000000004
2020,1,2,3,0,12.9,0,0,0,141.26,0.08,1044,3.8000000000000003
2020,1,2,3,30,12.8,0,0,0,135.28,0.08,1044,3.6
2020,1,2,4,0,12.700000000000001,0,0,0,129.26,0.08,1043,3.4000000000000004
2020,1,2,4,30,12.600000000000001,0,0,0,123.26,0.08,1044,3.4000000000000004
2020,1,2,5,0,12.600000000000001,0,0,0,117.29,0.08,1044,3.3000000000000003
2020,1,2,5,30,12.5,0,0,0,111.39,0.08,1044,3.2
2020,1,2,6,0,12.5,0,0,0,105.58,0.08,1044,3.1
2020,1,2,6,30,12.4,0,0,0,99.9,0.08,1044,3.1
2020,1,2,7,0,12.4,0,0,0,94.38,0.08,1045,3.1
2020,1,2,7,30,12.8,16,13,139,88.67,0.08,1045,3.1
2020,1,2,8,0,13.3,71,32,360,83.81,0.08,1045,3.2
2020,1,2,8,30,13.8,106,68,201,79.06,0.08,1046,3.2
