Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,165309,-,-,-,53.33,-6.26,0,18,0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,GHI,DHI,DNI,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed
2017,1,1,0,0,5.9,0,0,0,149.19,0.1,1021,5.7
2017,1,1,0,30,5.800000000000001,0,0,0,149.67000000000002,0.1,1021,5.9
2017,1,1,1,0,5.800000000000001,0,0,0,149.08,0.1,1021,6
2017,1,1,1,30,5.5,0,0,0,147.5,0.1,1021,6.1000000000000005
2017,1,1,2,0,5.300000000000001,0,0,0,145.07,0.1,1021,6.300000000000001
2017,1,1,2,30,5.1000000000000005,0,0,0,141.97,0.1,1021,6.300000000000001
2017,1,1,3,0,4.800000000000001,0,0,0,138.36,0.1,1021,6.300000000000001
2017,1,1,3,30,4.7,0,0,0,134.39000000000001,0.1,1021,6.300000000000001
2017,1,1,4,0,4.5,0,0,0,130.18,0.1,1021,6.300000000000001
2017,1,1,4,30,4.5,0,0,0,125.81,0.1,1021,6.300000000000001
2017,1,1,5,0,4.5,0,0,0,121.36,0.1,1021,6.300000000000001
2017,1,1,5,30,4.6000000000000005,0,0,0,116.89,0.1,1021,6.4
2017,1,1,6,0,4.6000000000000005,0,0,0,112.43,0.1,1022,6.5
2017,1,1,6,30,4.800000000000001,0,0,0,108.05,0.1,1022,6.7
2017,1,1,7,0,4.9,0,0,0,103.77,0.1,1022,6.800000000000001
2017,1,1,7,30,4.9,0,0,0,99.65,0.1,1022,6.9
2017,1,1,8,0,4.9,0,0,0,95.72,0.1,1023,6.9
2017,1,1,8,30,4.800000000000001,0,0,0,92.02,0.1,1023,7
2017,1,1,9,0,4.800000000000001,3,3,0,88.27,0.1,1024,7.1000000000000005
2017,1,1,9,30,4.9,8,8,0,85.34,0.1,1024,7.2
2017,1,1,10,0,5,12,12,0,82.68,0.1,1025,7.4
2017,1,1,10,30,5.2,17,17,0,80.42,0.1,1025,7.5
2017,1,1,11,0,5.4,22,22,0,78.60000000000001,0.1,1025,7.6000000000000005
2017,1,1,11,30,5.6000000000000005,25,25,0,77.27,0.1,1025,7.4
2017,1,1,12,0,5.800000000000001,27,27,0,76.47,0.1,1025,7.300000000000001
2017,1,1,12,30,5.9,28,28,0,76.22,0.1,1025,7.2
2017,1,1,13,0,6,27,27,0,76.52,0.1,1025,7
2017,1,1,13,30,6,25,25,0,77.36,0.1,1025,7
2017,1,1,14,0,6,21,21,0,78.72,0.1,1026,7
2017,1,1,14,30,5.9,17,17,0,80.58,0.1,1026,7.1000000000000005
2017,1,1,15,0,5.9,12,12,0,82.88,0.1,1026,7.2
2017,1,1,15,30,5.800000000000001,7,7,0,85.56,0.1,1026,7.300000000000001
2017,1,1,16,0,5.800000000000001,2,2,5,88.51,0.1,1026,7.5
2017,1,1,16,30,5.7,0,0,0,92.3,0.1,1027,7.6000000000000005
2017,1,1,17,0,5.6000000000000005,0,0,0,96.02,0.1,1027,7.800000000000001
2017,1,1,17,30,5.5,0,0,0,99.96000000000001,0.1,1027,7.800000000000001
2017,1,1,18,0,5.4,0,0,0,104.10000000000001,0.1,1028,7.800000000000001
2017,1,1,18,30,5.300000000000001,0,0,0,108.38,0.1,1028,7.6000000000000005
2017,1,1,19,0,5.2,0,0,0,112.77,0.1,1029,7.5
2017,1,1,19,30,5,0,0,0,117.23,0.1,1029,7.2
2017,1,1,20,0,4.800000000000001,0,0,0,121.7,0.1,1029,6.9
2017,1,1,20,30,4.7,0,0,0,126.14,0.1,1030,6.800000000000001
2017,1,1,21,0,4.7,0,0,0,130.5,0.1,1030,6.7
2017,1,1,21,30,4.6000000000000005,0,0,0,134.69,0.1,1030,6.6000000000000005
2017,1,1,22,0,4.6000000000000005,0,0,0,138.62,0.1,1031,6.6000000000000005
2017,1,1,22,30,4.6000000000000005,0,0,0,142.19,0.1,1031,6.6000000000000005
2017,1,1,23,0,4.7,0,0,0,145.24,0.1,1031,6.6000000000000005
2017,1,1,23,30,4.7,0,0,0,147.6,0.1,1031,6.6000000000000005
2017,1,2,0,0,4.7,0,0,0,149.09,0.1,1032,6.4
2017,1,2,0,30,4.6000000000000005,0,0,0,149.58,0.1,1032,6.2
2017,1,2,1,0,4.5,0,0,0,149.02,0.1,1033,6
2017,1,2,1,30,4.3,0,0,0,147.45000000000002,0.1,1033,5.6000000000000005
2017,1,2,2,0,4.1000000000000005,0,0,0,145.04,0.1,1033,5.300000000000001
2017,1,2,2,30,3.9000000000000004,0,0,0,141.94,0.1,1033,5
2017,1,2,3,0,3.7,0,0,0,138.34,0.1,1033,4.7
2017,1,2,3,30,3.6,0,0,0,134.38,0.1,1033,4.5
2017,1,2,4,0,3.4000000000000004,0,0,0,130.18,0.1,1034,4.3
2017,1,2,4,30,3.2,0,0,0,125.81,0.1,1034,4.1000000000000005
2017,1,2,5,0,3.1,0,0,0,121.37,0.1,1034,3.9000000000000004
2017,1,2,5,30,2.9000000000000004,0,0,0,116.89,0.1,1034,3.7
2017,1,2,6,0,2.8000000000000003,0,0,0,112.43,0.1,1034,3.6
2017,1,2,6,30,2.7,0,0,0,108.05,0.1,1034,3.6
2017,1,2,7,0,2.6,0,0,0,103.77,0.1,1035,3.6
2017,1,2,7,30,2.6,0,0,0,99.64,0.1,1035,3.6
2017,1,2,8,0,2.6,0,0,0,95.7,0.1,1035,3.7
2017,1,2,8,30,2.8000000000000003,0,0,0,92,0.1,1035,3.8000000000000003
2017,1,2,9,0,3.1,22,15,214,88.24,0.1,1035,3.9000000000000004
2017,1,2,9,30,3.5,59,26,400,85.31,0.1,1035,4.1000000000000005
2017,1,2,10,0,3.9000000000000004,102,35,521,82.64,0.1,1035,4.2
2017,1,2,10,30,4.1000000000000005,141,41,600,80.36,0.1,1035,4.2
2017,1,2,11,0,4.4,174,45,650,78.53,0.1,1035,4.3
2017,1,2,11,30,4.6000000000000005,199,48,683,77.2,0.1,1035,4.3
2017,1,2,12,0,4.800000000000001,214,49,700,76.39,0.1,1035,4.3
2017,1,2,12,30,4.9,219,50,705,76.13,0.1,1035,4.2
2017,1,2,13,0,5,215,49,705,76.42,0.1,1034,4.1000000000000005
2017,1,2,13,30,4.9,25,25,0,77.25,0.1,1034,4
2017,1,2,14,0,4.800000000000001,21,21,0,78.61,0.1,1034,3.8000000000000003
2017,1,2,14,30,4.4,140,41,600,80.46000000000001,0.1,1034,3.7
2017,1,2,15,0,3.9000000000000004,100,35,519,82.76,0.1,1034,3.6
2017,1,2,15,30,3.5,57,26,395,85.44,0.1,1034,3.7
2017,1,2,16,0,3.2,20,14,208,88.38,0.1,1034,3.8000000000000003
2017,1,2,16,30,3.3000000000000003,0,0,0,92.17,0.1,1034,4
2017,1,2,17,0,3.4000000000000004,0,0,0,95.88,0.1,1034,4.1000000000000005
2017,1,2,17,30,3.4000000000000004,0,0,0,99.83,0.1,1034,4.1000000000000005
2017,1,2,18,0,3.4000000000000004,0,0,0,103.96000000000001,0.1,1034,4.1000000000000005
2017,1,2,18,30,3.4000000000000004,0,0,0,108.24000000000001,0.1,1034,3.9000000000000004
2017,1,2,19,0,3.3000000000000003,0,0,0,112.63,0.1,1034,3.8000000000000003
2017,1,2,19,30,3.2,0,0,0,117.09,0.1,1034,3.7
2017,1,2,20,0,3.2,0,0,0,121.56,0.1,1034,3.6
2017,1,2,20,30,3.1,0,0,0,126,0.1,1034,3.6
2017,1,2,21,0,3.1,0,0,0,130.36,0.1,1034,3.6
2017,1,2,21,30,3,0,0,0,134.55,0.1,1034,3.7
2017,1,2,22,0,2.9000000000000004,0,0,0,138.49,0.1,1034,3.9000000000000004
2017,1,2,22,30,2.9000000000000004,0,0,0,142.05,0.1,1034,4
